01/04/2024 12:33:31,Temperature,59.10043,48.23547,49.415493,37.9495,49.674156,48.264225,50.571507,51.633873,45.54252,56.92693
01/04/2024 12:34:31,Temperature,52.28066,52.285957,52.29099,52.295406,52.300095,52.304314,52.309093,52.31344,52.317257,52.321384
01/04/2024 12:35:31,Temperature,52.28066,52.285957,52.29099,52.295406,52.300095,52.304314,52.309093,52.31344,52.317257,52.321384
01/04/2024 12:36:08,Temperature,52.28066,52.285957,52.29099,52.295406,52.300095,52.304314,52.309093,52.31344,52.317257,52.321384
01/04/2024 12:37:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:38:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:39:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:40:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:41:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:42:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:43:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:44:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:45:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
01/04/2024 12:46:08,Temperature,47.33772,47.336567,47.335606,47.33429,47.33291,47.330875,47.328976,47.327118,47.32535,47.323837
