01/10/2024 18:11:03,Temperature,45.286423,46.237846,50.80432,38.157055,53.799393,37.233063,59.593407,30.758535,60.557697,30.418758
01/10/2024 18:12:03,Temperature,45.286423,46.237846,50.80432,38.157055,53.799393,37.233063,59.593407,30.758535,60.557697,30.418758
01/10/2024 18:13:03,Temperature,45.286423,46.237846,50.80432,38.157055,53.799393,37.233063,59.593407,30.758535,60.557697,30.418758
01/10/2024 18:14:03,Temperature,45.286423,46.237846,50.80432,38.157055,53.799393,37.233063,59.593407,30.758535,60.557697,30.418758
01/10/2024 18:15:03,Temperature,45.286423,46.237846,50.80432,38.157055,53.799393,37.233063,59.593407,30.758535,60.557697,30.418758
01/10/2024 18:16:03,Temperature,45.286423,46.237846,50.80432,38.157055,53.799393,37.233063,59.593407,30.758535,60.557697,30.418758
01/10/2024 18:17:03,Temperature,45.286423,46.237846,50.80432,38.157055,53.799393,37.233063,59.593407,30.758535,60.557697,30.418758
01/10/2024 18:18:04,Temperature,45.286423,46.237846,50.80432,38.157055,53.799393,37.233063,59.593407,30.758535,60.557697,30.418758
01/10/2024 18:19:05,Temperature,43.007732,60.698807,49.37209,24.666183,82.64763,74.8454,90.0306,67.258286,32.179764,70.30473
01/10/2024 18:20:07,Temperature,43.007732,60.698807,49.37209,24.666183,82.64763,74.8454,90.0306,67.258286,32.179764,70.30473
01/10/2024 18:21:07,Temperature,43.007732,60.698807,49.37209,24.666183,82.64763,74.8454,90.0306,67.258286,32.179764,70.30473
01/10/2024 18:22:07,Temperature,43.007732,60.698807,49.37209,24.666183,82.64763,74.8454,90.0306,67.258286,32.179764,70.30473
01/10/2024 18:23:07,Temperature,43.007732,60.698807,49.37209,24.666183,82.64763,74.8454,90.0306,67.258286,32.179764,70.30473
01/10/2024 18:28:53,Temperature,43.007732,60.698807,49.37209,24.666183,82.64763,74.8454,90.0306,67.258286,32.179764,70.30473
01/10/2024 18:29:54,Temperature,40.239857,45.675793,52.97276,40.748173,64.6888,40.550972,40.929726,60.26229,40.628204,58.56186
01/10/2024 18:30:55,Temperature,40.239857,45.675793,52.97276,40.748173,64.6888,40.550972,40.929726,60.26229,40.628204,58.56186
